ID,Signatur/shelfmark,Verfasser*in,Verfasser*in GND,Beteiligte/contributor,Beteiligte GND,Schreiberhand,Titel [Vorlage]/title [on document],Titel (fingiert/assigned),Titel (erschlossen),GND Werk (SZ),Werk Index ID,Aufschrift erstes Blatt / Identifying Inscription,"Konvoluttitel [entspricht ansonsten ""Einheitssachtitel der Werke""]",Datum [Vorlage]/date [on document],Datierung [erschlossen],Date supplied/verified,Datum [normiert]/date [normalized],Sprachencode [dreistellig],"Art, Umfang, Anzahl",Physical Description,Paginierung,Pagination,Beschreibstoff [wenn ungewöhnlich],Writing material (when important or unusual),Schreibstoff,Writing Instrument,Entstehungsort/place of creation,Provenienz/provenance,Erwerbung/acquisition,Ordnungskategorie [classification],Classification,Publikationsangabe,Personenschlagwort,GND Personenschlagwort,Werkschlagwort Dritte,GND Werkschlagwort Dritte,GND Standort,Hinweis,Notes/Statement,INTERNE HINWEISE
258,SZ-AAP/W-AA180.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Persönliche Erinnerungen an Arthur Schnitzler,,,,,,"Schnitzler, Arthur",6. November 1931,,,1931-11-06,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Die Literarische Welt, Berlin, 6. 11. 1931","Schnitzler, Arthur",http://d-nb.info/gnd/118609807,,,http://d-nb.info/gnd/1047605287,,,
259,SZ-AAP/W-AA181.0,Unbekannt,,"Unbekannt; Rieger, Erwin; Friedenthal, Richard",http://d-nb.info/gnd/116538597; http://d-nb.info/gnd/118535579,"Erwin Rieger, Richard Friedenthal, Unbekannt","Schweitzer, Albert",,,,,gedruckt in Begegnungen,"Schweitzer, Albert",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, rote Tinte",,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Schweitzer, Albert",http://d-nb.info/gnd/11861214X,,,http://d-nb.info/gnd/1047605287,,,
260,SZ-AAP/W-AA181.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Unvergessliches Erlebnis. Ein Tag bei Albert Schweitzer.,,,,,,"Schweitzer, Albert",Dezember 1932,,,1932-12,ger,"Typoskript, 7 Blatt",,Bogen 2 bis 7,,,,,,,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,,,"Schweitzer, Albert",http://d-nb.info/gnd/11861214X,,,http://d-nb.info/gnd/1047605287,"Veröffentlicht in Neue Freie Presse, Wien (25. 12. 1932) und in ""Begegnungen mit Menschen, Büchern, Städten"" (1937)",,
261,SZ-AAP/W-AA182.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Schweiz,,,,,,Schweiz,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Rodauner Nachträge | Berl. Tagebl.""",,
262,SZ-AAP/W-AA182.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Schweiz als Hilfsland Europas,,,,,,Schweiz,,September 1918,,1918-09,ger,"Zeitungsausschnitt, 2 Blatt",,Seite 831 bis 834,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Donauland, Wien, September 1918",,,,,http://d-nb.info/gnd/1047605287,,,
263,SZ-AAP/W-AA182.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Schweiz und die Fremden.,,,,,,Schweiz,31. Januar 1918,,,1918-01-31,ger,"Zeitungsausschnitt, 2 Blatt",,Seite 2 bis 4,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 31. Januar 1918",,,,,http://d-nb.info/gnd/1047605287,"Veröffentlichung anonym: ""Von unserem besonderen Korrespondenten""",,
264,SZ-AAP/W-AA182.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die Schweiz im vierten Kriegssommer.,,,,,,Schweiz,26/VII.,26. 7. 1918,,1918-07-26,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,Bleistift,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 26. 7. 1918",,,,,http://d-nb.info/gnd/1047605287,,,
265,SZ-AAP/W-AA183.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Stadt als Rahmen, Die",,,,,(Salzburg),"Stadt als Rahmen, Die",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, Bleistift",,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
266,SZ-AAP/W-AA183.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Salzburg. Die Stadt als Rahmen,,,,,,"Stadt als Rahmen, Die",Mai 1930,,,1930-05,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 583 bis 584,,,,Schwarze Tinte,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Die Musik, Berlin, Mai 1930",,,,,http://d-nb.info/gnd/1047605287,,,
267,SZ-AAP/W-AA183.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,Salzburg,,,,,"Stadt als Rahmen, Die",,,,,ger,"Typoskript, 8 Blatt, korrigiert, 3 Exemplare",,Seite 2 bis 8,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,,,,,,,http://d-nb.info/gnd/1047605287,,,
268,SZ-AAP/W-AA184.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Stendhal,,,,,,Stendhal,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""A. H. Schmitz | zum 50. Geburtstage""",,
269,SZ-AAP/W-AA184.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Eine deutsche Stendhal-Biographie.,,,,,,Stendhal,,18. 11. 1928,,1928-11-18,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 18. 11. 1928","Stendhal; Kayser, Rudolph",http://d-nb.info/gnd/118617648; http://d-nb.info/gnd/11609026X,"Stendhal oder Das Leben eines Egoisten, Berlin: S. Fischer, 1928",https://d-nb.info/574263039,http://d-nb.info/gnd/1047605287,,,
270,SZ-AAP/W-AA184.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Stendhals deutsche Wiederkehr.,,,,,,Stendhal,6/Dez. 1921.,,,1921-12-06,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Bleistift,,Frankfurt,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Frankfurter Zeitung, Frankfurt, 6. 12. 1921",Stendhal,http://d-nb.info/gnd/118617648,,,http://d-nb.info/gnd/1047605287,,,
271,SZ-AAP/W-AA185.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Steiner-Prag, Hugo",,,,,,"Steiner-Prag, Hugo",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Steiner-Prag, Hugo",http://d-nb.info/gnd/118753231,,,http://d-nb.info/gnd/1047605287,,,
272,SZ-AAP/W-AA185.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,Hugo Steiner-Prag,,,,,"Steiner-Prag, Hugo",,1930,,1930,ger,"Druckfahne, 2 Blatt",,Seite 4 und 5,,,,,,,Archiv Atrium Press,Ankauf Christie's London 2014,Druckfahnen,,,"Steiner-Prag, Hugo",http://d-nb.info/gnd/118753231,,,http://d-nb.info/gnd/1047605287,"Veröffentlicht in ""Hugo Steiner-Prag zum fünfzigsten Geburtstag"", hrsg. von Julius Rodenberg, Leipzig: Haag-Drugulin, 1930",,
273,SZ-AAP/W-AA186.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Stifter, Adalbert",,,,,,"Stifter, Adalbert",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Stifter, Adalbert",http://d-nb.info/gnd/118618156,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Witikos Auferstehung""",,
274,SZ-AAP/W-AA186.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Witiko's Auferstehung.,,,,,,"Stifter, Adalbert",28. Dezember 1921,,,1921-12-28,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Beilage des Berliner Börsen-Couriers, Berlin, 28. 12. 1921","Stifter, Adalbert",http://d-nb.info/gnd/118618156,,,http://d-nb.info/gnd/1047605287,,,
275,SZ-AAP/W-AA187.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Stimme eines Blinden,,,,,,Stimme eines Blinden,,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, blauer Buntstift",,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Zodykow, Max",http://d-nb.info/gnd/12734778X,,,http://d-nb.info/gnd/1047605287,,,
276,SZ-AAP/W-AA187.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Stimme eines Blinden.,,,,,Sonntag 25 Mai | o. J. | Pester Lloyd,Stimme eines Blinden,,,,,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,"Bleistift, blauer Buntstift",,,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,,"Zodykow, Max",http://d-nb.info/gnd/12734778X,"Stimme aus dem Dunkel. Eine Auswahl von Gedichten und Prosa. Mit einer Einführung von Stefan Zweig, Berlin: Felix Lehmann, 1931",https://d-nb.info/578508613,http://d-nb.info/gnd/1047605287,"Eventuell Vorabdruck von Zweigs Vorwort zu ""Stimme aus dem Dunkel"". Publikationsangabe ""Pester Lloyd"" vermutlich fehlerhaft",,
277,SZ-AAP/W-AA188.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Stimmung in Frankreich nach dem Siege und vor dem Frieden, Die",,,,,,"Stimmung in Frankreich, nach dem Siege und vor dem Frieden, Die",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Sainte-Beuve""",,
278,SZ-AAP/W-AA188.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Stimmung in Frankreich nach dem Siege und vor dem Frieden.,,,,,,"Stimmung in Frankreich, nach dem Siege und vor dem Frieden, Die",10. Dezember 1918,,,1918-12-10,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 2,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 10. 12. 1918",,,,,http://d-nb.info/gnd/1047605287,,,
279,SZ-AAP/W-AA189.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Richard Strauß und Wien,,,,,,Richard Strauß und Wien,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Strauss, Richard",http://d-nb.info/gnd/11861911X,,,http://d-nb.info/gnd/1047605287,,,
280,SZ-AAP/W-AA189.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Richard Strauß und Wien.,,,,,N. Fr. Presse,Richard Strauß und Wien,,8. 6. 1924,,1924-06-08,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 12,,,,Violette Tinte,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 8. 6. 1924","Strauss, Richard",http://d-nb.info/gnd/11861911X,,,http://d-nb.info/gnd/1047605287,,,
281,SZ-AAP/W-AA190.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Tagore, Rabindranath",,,,,,"Tagore, Rabindranath",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, Bleistift",,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Tagore, Rabindranath",http://d-nb.info/gnd/118620517,,,http://d-nb.info/gnd/1047605287,,,
282,SZ-AAP/W-AA190.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Rabindranath Tagores ""Sadhâna""",,,,,,"Tagore, Rabindranath",1. Oktober 1921,,,1921-10-01,ger,"Zeitungsausschnitt, 2 Blatt",,Seite 3 bis 8,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Das literarische Echo, Berlin, 1. 10.1921","Tagore, Rabindranath",http://d-nb.info/gnd/118620517,Sādhanā: the realisation of life,https://d-nb.info/362107181,http://d-nb.info/gnd/1047605287,,,
283,SZ-AAP/W-AA191.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Theater,,,,,,Theater,,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, schwarze Tinte",,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
284,SZ-AAP/W-AA191.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Das zukünftige Theater des Geistes,,,,,,Theater,April 1921,,,1921-04,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 53 und 54,,,,Bleistift,,Augsburg,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Das Theater der Zukunft, Augsburg/Stuttgart, April 1921",,,,,http://d-nb.info/gnd/1047605287,,,
285,SZ-AAP/W-AA191.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,"""Bei der schönen Aufführung...""",,,,,Theater,,,,,ger,"Typoskript, korrigiert, 1 Blatt",,,,,,Bleistift,,,Archiv Atrium Press,Ankauf Christie's London 2014,Manuskripte,,,,,,,http://d-nb.info/gnd/1047605287,,,
286,SZ-AAP/W-AA192.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Tirol,,,,,,Tirol,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
287,SZ-AAP/W-AA192.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Herbstwinter in Meran.,,,,,,Tirol,11/XII 1913.,,,1913-12-11,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,Violette Tinte,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 11. 12. 1913",,,,,http://d-nb.info/gnd/1047605287,,,
288,SZ-AAP/W-AA192.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Stilfserjoch-Strasse.,,,,,,Tirol,,31. 8. 1905,,1905-08-31,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Tageblatt, Berlin, 31. 8. 1905",,,,,http://d-nb.info/gnd/1047605287,,,
289,SZ-AAP/W-AA193.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Tolstoi,,,,,,Tolstoi,,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, schwarze Tinte",,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Tolstoj, Lev Nikolaevič",http://d-nb.info/gnd/11864291X,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Tolstois Antlitz.""",,
290,SZ-AAP/W-AA193.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,Tolstois Antlitz.,,,,,Neue Zürcher Ztg,Tolstoi,12. XII. 1917.,,,1917-12-12,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Violette Tinte,,Zürich,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Zürcher Zeitung, Zürich, 12. 12. 1917","Tolstoj, Lev Nikolaevič",http://d-nb.info/gnd/11864291X,,,http://d-nb.info/gnd/1047605287,,,
291,SZ-AAP/W-AA193.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Ein Tag aus dem Leben Tolstois.,,,,,,Tolstoi,14. Oktober 1927,,,1927-10-14,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Tageblatt, Berlin, 14. 10. 1927","Tolstoj, Lev Nikolaevič",http://d-nb.info/gnd/11864291X,,,http://d-nb.info/gnd/1047605287,,,
292,SZ-AAP/W-AA194.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Tonfilm, Der",,,,,,"Tonfilm, Der",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Manuskripte,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Der Tonfilm""",,
293,SZ-AAP/W-AA195.0,"Rieger, Erwin",http://d-nb.info/gnd/116538597,,,Erwin Rieger,"Tragik der Vergesslichkeit, Die",,,,,,"Tragik der Vergesslichkeit, Die",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
294,SZ-AAP/W-AA195.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Tragik der Vergesslichkeit,,,,,,"Tragik der Vergesslichkeit, Die",1919,,,1919,ger,"Typoskript, korrigiert, 5 Blatt",,Seite 2 bis 5,page 2 to 5,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,,,,,,,http://d-nb.info/gnd/1047605287,"Unter demselben Titel veröffentlicht in: Prager Presse, Prag, 27. 3. 1921",,
295,SZ-AAP/W-AA196.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Tragödie der Deutschamerikaner, Die",,,,,,"Tragödie der Deutschamerikaner, Die",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschriften: ""Zarek, Otto"" und ""Querschnitt einer Grosstadtjugend""",,
296,SZ-AAP/W-AA196.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Tragödie der Deutschamerikaner.,,,,,,"Tragödie der Deutschamerikaner, Die",6. Februar 1916,,,1916-02-06,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 3 und 4,page 3 and 4,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 6. 2. 1916",,,,,http://d-nb.info/gnd/1047605287,,,
297,SZ-AAP/W-AA196.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die Tragödie der Deutschamerikaner.,,,,,,"Tragödie der Deutschamerikaner, Die",6. 2. 1916,,,1916-02-06,ger,"Typoskript, 6 Blatt, 2 Exemplare",,Blatt 2 bis 6,,,,Blaue Tinte,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,,,,,,,http://d-nb.info/gnd/1047605287,"Abgedruckt in: Neue Freie Presse, Wien, 6. 2. 1916",,
298,SZ-AAP/W-AA197.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Triumph der Kathedrale,,,,,,Triumph der Kathedrale,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
299,SZ-AAP/W-AA197.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Triumph der Kathedrale,,,,,,Triumph der Kathedrale,,21. 6. 1913,21. 6. 1913,1913-06-21,ger,"Zeitungsausschnitt, 3 Blatt",,Seite 215 bis 220,page 215 to 220,,,,,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"März, München, 21. 6. 1913",,,,,http://d-nb.info/gnd/1047605287,,,
300,SZ-AAP/W-AA198.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Turm zu Babel, Der",,,,,(deutsch und französisch),"Turm zu Babel, Der",,,,,ger,"Manuskript, 2 Blatt",,,,,,"Violette Tinte, blauer Buntstift",,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Zwei Registerblätter. Ursprüngliche Aufschrift des ersten: ""Die jüngste Generation der heutigen Lyriker""; ursprüngliche Aufschrift des zweiten: ""Die Wanderung""",,
301,SZ-AAP/W-AA198.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Der Turm zu Babel.,,,,,Voss Ztg.,"Turm zu Babel, Der",8/5.16.,,,1916-05-08,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Violette Tinte,purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Vossische Zeitung, Berlin, 8. 5. 1916",,,,,http://d-nb.info/gnd/1047605287,,,
302,SZ-AAP/W-AA198.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,La tour de Babel,,,,,(unvollständig).,"Turm zu Babel, Der",Mai 1916.,,,1916-05,frz,"Zeitungsausschnitt, 1 Blatt",,Seite 31 und 32,page 31 and 32,,,Bleistift,pencil,Genf,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Le Carmel, Genf, Mai 1916",,,,,http://d-nb.info/gnd/1047605287,,,
303,SZ-AAP/W-AA198.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Der Turm zu Babel.,,,,,,"Turm zu Babel, Der",1. Januar 1930,,,1930-01-01,ger,"Zeitungsausschnitt, 1 Blatt, 2 Exemplare",,,,,,"Rote Tinte, violette Tinte","red ink, purple ink",Budapest,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Pester Lloyd, Budapest, 1. 1. 1930",,,,,http://d-nb.info/gnd/1047605287,,,
304,SZ-AAP/W-AA199.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,,"Incipit: ""geniessen wir, die Neutralen, aus der Entfernung...""",,,,Monotonie Eintönigkeit,Unbekannt,,,,,ger,"Typoskript, 1 Blatt, korrigiert",,Seite 9,page 9,,,"Violette Tinte, Bleistift","purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,,,,,,,http://d-nb.info/gnd/1047605287,Text unbekannt,,
305,SZ-AAP/W-AA200.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Urlaubsbedürftigen, Die",,,,,,"Urlaubsbedürftigen, Die",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, schwarze Tinte","purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift (Innenseite): ""Die Vision des geistlichen Morgens (nach Baudouin)""",,
306,SZ-AAP/W-AA200.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,Die Urlaubsbedürftigen,,,,,,"Urlaubsbedürftigen, Die",23. II. 1919.,,,1919-02-23,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Violette Tinte,purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Die Republik, Berlin, 23. 2. 1919",,,,,http://d-nb.info/gnd/1047605287,,,
307,SZ-AAP/W-AA201.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Ein Verbummelter,,,,,,Ein Verbummelter,,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, schwarze Tinte","purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
308,SZ-AAP/W-AA201.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Ein Verbummelter.,,,,,,Ein Verbummelter,1901,16. 11. 1901,16. 11. 1901,1901-11-16,ger,"Zeitungsausschnitt, 2 Blatt",,"Seite 1091, 1094 bis 1095 und 1098 ","page 1091, 1094 to 1095 and 1098",,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Das Magazin für Literatur, Berlin, 16. 11. 1901",,,,,http://d-nb.info/gnd/1047605287,,,
309,SZ-AAP/W-AA202.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Vergessene Träume,,,,,,Vergessene Träume,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
310,SZ-AAP/W-AA202.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Vergessene Träume ..,,,,,,Vergessene Träume,,22. 7. 1900,22. 7. 1900,1900-07-22,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Illustrierte Zeitung, Berlin, 22. 7. 1900",,,,,http://d-nb.info/gnd/1047605287,,,
311,SZ-AAP/W-AA203.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Verhaeren, Emile",,,,,,"Verhaeren, Emile",,,,,ger,"Manuskript, 2 Blatt",,,,,,"Violette Tinte, schwarze Tinte, Bleistift","purple ink, black ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Verhaeren, Emile",http://d-nb.info/gnd/118768085,,,http://d-nb.info/gnd/1047605287,"Zwei Registerblätter. Ursprüngliche Aufschrift des ersten: ""(Verhaeren); ursprüngliche Aufschrift des zweiten: ""Emile Verhaeren""",,
