ID,Signatur/shelfmark,Verfasser*in,Verfasser*in GND,Beteiligte/contributor,Beteiligte GND,Schreiberhand,Titel [Vorlage]/title [on document],Titel (fingiert/assigned),Titel (erschlossen),GND Werk (SZ),Werk Index ID,Aufschrift erstes Blatt / Identifying Inscription,"Konvoluttitel [entspricht ansonsten ""Einheitssachtitel der Werke""]",Datum [Vorlage]/date [on document],Datierung erschlossen,Date supplied/verified,Datum [normiert]/date [normalized],Sprachencode [dreistellig],"Art, Umfang, Anzahl",Physical Description,Paginierung,Pagination,Beschreibstoff [wenn ungewöhnlich],Writing material (when important or unusual),Schreibstoff,Writing Instrument,Entstehungsort/place of creation,Provenienz/provenance,Erwerbung/acquisition,Ordnungskategorie [classification],Classification,Publikationsangabe,Personenschlagwort,GND Personenschlagwort,Werkschlagwort Dritte,GND Werkschlagwort Dritte,GND Standort,Hinweis,Notes/Statement,INTERNE HINWEISE
149,SZ-AAP/W-AA43.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Zwei Wiener.,,,,,Leipziger N. Nachrichten,"Ehrenstein, Albert",24. VII. 1912,,,1912-07-24,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Leipziger Neueste Nachrichten, Leipzig, 24. 7. 1912","Ehrenstein, Albert; Soyka, Otto",http://d-nb.info/gnd/118688227; http://d-nb.info/gnd/11912162X,Der Selbstmord des Katers; Die Herren der Macht,,http://d-nb.info/gnd/1047605287,,,
150,SZ-AAP/W-AA43.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Albert Ehrensteins Gedichte.,,,,,Frankfurter Ztg,"Ehrenstein, Albert",10/9. 16.,,,1916-09-10,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Frankfurt a. M. ,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Frankfurter Zeitung, Frankfurt a. M., 10. 9. 1916","Ehrenstein, Albert",http://d-nb.info/gnd/118688227,Der Mensch schreit,,http://d-nb.info/gnd/1047605287,,,
151,SZ-AAP/W-AA43.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Wiederbegegnung mit Tubutsch.,,,,,B. B.,"Ehrenstein, Albert",8. Juni 26.,,,1926-06-08,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 8. 6. 1926","Ehrenstein, Albert",http://d-nb.info/gnd/118688227,Ritter des Todes,,http://d-nb.info/gnd/1047605287,,,
152,SZ-AAP/W-AA44.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Einheitsfront gegen den Krieg,,,,,,Einheitsfront gegen den Krieg,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
153,SZ-AAP/W-AA44.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Ruf eines Menschenfreundes: Einheitsfront gegen den Krieg!,,,,,,Einheitsfront gegen den Krieg,,17. 7. 1932,17. 7. 1932,1932-07-17,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien u. a.,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Erkenntnis und Befreiung, Wien u. a., 17. 7. 1932, S. 1–2",,,,,http://d-nb.info/gnd/1047605287,,,
154,SZ-AAP/W-AA45.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",England,,,,,,England,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
155,SZ-AAP/W-AA45.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Hydepark.,,,,,Leipziger Tageblatt,England,28. IV. 1908.,,,1908-04-28,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Leipziger Tageblatt, Leipzig, 28. 4. 1908",,,,,http://d-nb.info/gnd/1047605287,,,
156,SZ-AAP/W-AA46.0,"Rieger, Erwin",http://d-nb.info/gnd/116538597,,,Erwin Rieger,"Entwertung der Ideen, Die",,,,,,Die Entwertung der Ideen,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Fried, Alfred Hermann",http://d-nb.info/gnd/116790741,,,http://d-nb.info/gnd/1047605287,,,
157,SZ-AAP/W-AA46.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die Entwertung der Ideen.,,,,,Neue Zürcher Ztg,Die Entwertung der Ideen,4. VIII. 1918,,,1918-08-04,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Zürich,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Zürcher Zeitung, Zürich, 4. 8. 1918","Fried, Alfred Hermann",http://d-nb.info/gnd/116790741,Der Vernunftmeridian,,http://d-nb.info/gnd/1047605287,,,
158,SZ-AAP/W-AA47.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Erziehung zum republikanischen Bewußtsein, Die",,,,,,Die Erziehung zum republikanischen Bewußtsein,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
159,SZ-AAP/W-AA47.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Erziehung zum republikanischen Bewusstsein,,,,,,Die Erziehung zum republikanischen Bewußtsein,,5. 12. 1918,5. 12. 1918,1918-12-05,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Republik, Berlin, 5. 12. 1918",,,,,http://d-nb.info/gnd/1047605287,,,
160,SZ-AAP/W-AA48.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Faesi, Robert",,,,,,"Faesi, Robert",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Faesi, Robert",http://d-nb.info/gnd/118685759,,,http://d-nb.info/gnd/1047605287,,,
161,SZ-AAP/W-AA48.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,Aus der neutralen Schweiz. Ein Dichter.,,,,,Neue Fr. Presse,"Faesi, Robert",11. Okt. 1918.,,,1918-10-11,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Roter Kugelschreiber,Red ballpoint,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 11. 10. 1918","Faesi, Robert",http://d-nb.info/gnd/118685759,,,http://d-nb.info/gnd/1047605287,,,
162,SZ-AAP/W-AA49.0,"Rieger, Erwin",http://d-nb.info/gnd/116538597,,,Erwin Rieger,Florenz,,,,,,Florenz,,,,,ger,"Manuskript und Typoskriptdurchschlag, 1 Blatt","Manuscript and typescript (carbon copy), 1 leaf",,,,,"Violette Tinte, violettes Durchschlagpapier","Purple ink, purple carbon paper",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
163,SZ-AAP/W-AA49.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,Festliches Florenz.,,,,,Neues Wiener Tagblatt,Florenz,26. 5. 32,,,1932-05-26,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Roter Kugelschreiber,Red ballpoint,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neues Wiener Tagblatt, 26. 5. 1932",,,,,http://d-nb.info/gnd/1047605287,,,
164,SZ-AAP/W-AA49.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Firenze in Festa,,,,,,Florenz,1 LUGLIO 1932,,,1932-07-01,ita,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Flozenz,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Illustrazione Toscana e dell'Etruria, 1. 7. 1932",,,,,http://d-nb.info/gnd/1047605287,,,
165,SZ-AAP/W-AA50.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Flake, Otto",,,,,,"Flake, Otto",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Flake, Otto",http://d-nb.info/gnd/118533665,,,http://d-nb.info/gnd/1047605287,,,
166,SZ-AAP/W-AA50.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Otto Flake: ""Romane um Ruland"". Bei Gelegenheit des Abschlußbandes: ""Freund aller Welt"".",,,,,,"Flake, Otto",,27. 5. 1928,27. 5. 1928,1928-05-27,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Frankfurt a. M. ,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Frankfurter Zeitung, Frankfurt a. M., 27. 5. 1928","Flake, Otto",http://d-nb.info/gnd/118533665,Freund aller Welt,,http://d-nb.info/gnd/1047605287,,,
167,SZ-AAP/W-AA50.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Zwei Romane Otto Flakes,,,,,Neue Rundschau,"Flake, Otto",März 1923,,,1923-03,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Bleistift,Pencil,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Rundschau, Berlin, März 1923, S. 285–287","Flake, Otto",http://d-nb.info/gnd/118533665,Ruland; Die Simona,,http://d-nb.info/gnd/1047605287,,,
168,SZ-AAP/W-AA50.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Villa U.S.A. Der neue Roman von Otto Flake.,,,,,Fr. Zeitung,"Flake, Otto",1. Mai 27,,,1927-05-01,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Frankfurt a. M. ,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Frankfurter Zeitung, Frankfurt a. M., 1. 5. 1927","Flake, Otto",http://d-nb.info/gnd/118533665,Villa USA,,http://d-nb.info/gnd/1047605287,,,
169,SZ-AAP/W-AA51.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Flaubert,,,,,,"Flaubert, Gustave",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Flaubert, Gustave",http://d-nb.info/gnd/118533754,,,http://d-nb.info/gnd/1047605287,,,
170,SZ-AAP/W-AA51.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Flauberts Nachlaß.,,,,,Berliner Tageblatt,"Flaubert, Gustave",11. I. 1911.,,,1911-01-11,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 11. 1. 1911","Flaubert, Gustave",http://d-nb.info/gnd/118533754,Gustave Flauberts nachgelassene Werke in autorisierter deutscher Ausgabe,,http://d-nb.info/gnd/1047605287,,,
171,SZ-AAP/W-AA51.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Ein schlichtes Herz.,,,,,Lit Echo,"Flaubert, Gustave",1903,15. 9. 1904,15. 9. 1904,1904-09-15,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das literarische Echo, Berlin, 15. 9. 1904, Spalte 1737","Flaubert, Gustave",http://d-nb.info/gnd/118533754,Un cœur simple; Hérodias,http://d-nb.info/gnd/4277807-4; http://d-nb.info/gnd/4277804-9,http://d-nb.info/gnd/1047605287,,,
172,SZ-AAP/W-AA51.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Gustave Flaubert. Madame Bovary.,,,,,N. Hamb. Ztg,"Flaubert, Gustave",27. IX. 1902,,,1902-09-27,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Hamburg,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Hamburger Zeitung, Hamburg, 27. 9. 1902","Flaubert, Gustave",http://d-nb.info/gnd/118533754,Madame Bovary,http://d-nb.info/gnd/4099183-0,http://d-nb.info/gnd/1047605287,,,
173,SZ-AAP/W-AA51.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,Die Schule der Empfindsamkeit. Geschichte eines jungen Mannes,,,,,Literar. Echo,"Flaubert, Gustave",c. 1903/5?,15. 9. 1905,15. 9. 1905,1905-09-15,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Roter Kugelschreiber,Red ballpoint,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das literarische Echo, Berlin, 15. 9. 1905","Flaubert, Gustave",http://d-nb.info/gnd/118533754,L' éducation sentimentale,http://d-nb.info/gnd/4099182-9,http://d-nb.info/gnd/1047605287,,,
174,SZ-AAP/W-AA52.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Flüchtiger Spiegelblick.,,,,,,Flüchtiger Spiegelblick,20. Mai 1927,,,1927-05-20,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Central Verein-Zeitung, Berlin, 20. 5. 1927, S. 281–282",,,,,http://d-nb.info/gnd/1047605287,,,
175,SZ-AAP/W-AA52.2,"Zweig, Stefan","Zweig, Stefan",Unbekannt,,Unbekannt,Flüchtiger Spiegelblick,,,,,Lit. Monatshefte,Flüchtiger Spiegelblick,Nov.–Dez. 1931,,,1931-11,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Literarische Monatshefte, Wien, November/Dezember 1931, S. 9–10",,,,,http://d-nb.info/gnd/1047605287,,,
176,SZ-AAP/W-AA52.3,"Zweig, Stefan","Zweig, Stefan","Zweig, Lotte",http://d-nb.info/gnd/116001151,Lotte Zweig,Flüchtiger Spiegelblick,,,,,Flüchtiger Spiegelblick,Flüchtiger Spiegelblick,,,,,ger,"Typoskript, 1 Blatt","Typescript, 1 leaf",,,,,"Schwarzes Farbband, violette Tinte","Black ribbon, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,,,,,http://d-nb.info/gnd/1047605287,Ende des Textes fehlt,End of text missing,
177,SZ-AAP/W-AA53.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Fragment aus einer Novelle.,,,,,,Widerstand der Wirklichkeit,,1929,1929,1929,ger,"Druckfahne, 5 Blatt","Galley proofs, 5 leaves",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Druckfahnen,Galley proofs,"Das Buch des Gesamtverbandes Schaffender Künstler Österreichs, Wien, 1929",,,,,http://d-nb.info/gnd/1047605287,,,
178,SZ-AAP/W-AA54.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","France, Anatole",,,,,,"France, Anatole",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"France, Anatole",http://d-nb.info/gnd/118692445,,,http://d-nb.info/gnd/1047605287,,,
179,SZ-AAP/W-AA54.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Der Erbe der Enzyklopädisten.,,,,,,"France, Anatole",19. Oktober 1924,,,1924-10-19,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 19. 10. 1924, S. 4","France, Anatole",http://d-nb.info/gnd/118692445,,,http://d-nb.info/gnd/1047605287,,,
180,SZ-AAP/W-AA55.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Franck, Hans",,,,,,"Franck, Hans",,,,,ger,"Manuskript und Typoskriptdurchschlag, 1 Blatt","Manuscript and typescript (carbon copy), 1 leaf",,,,,"Violette Tinte, violettes Durchschlagpapier","Purple ink, purple carbon paper",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Franck, Hans",http://d-nb.info/gnd/118692496,,,http://d-nb.info/gnd/1047605287,,,
181,SZ-AAP/W-AA55.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Ein Godiva-Drama,,,,,,"Franck, Hans",1. März 1920,,,1920-03-01,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das literarische Echo, Berlin, 1. 3. 1920, Spalten 644–646","Franck, Hans",http://d-nb.info/gnd/118692496,Godiva,http://d-nb.info/gnd/1137579471,http://d-nb.info/gnd/1047605287,,,REIHENFOLGE BILDER 003 und 004 TAUSCHEN?
182,SZ-AAP/W-AA55.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Hans Franck. (Zu seinem fünfzigsten Geburtstag.),,,,,Bad. Presse,"Franck, Hans",29. 7. 29,,,1929-07-29,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Karlsruhe,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Badische Presse und Handelszeitung, Karlsruhe, 29. 7. 1929","Franck, Hans",http://d-nb.info/gnd/118692496,,,http://d-nb.info/gnd/1047605287,,,
183,SZ-AAP/W-AA55.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Herzog Heinrichs Heimkehr. Drama in drei Akten von Hans Franck.,,,,,Zweig,"Franck, Hans",1912,,,1912,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,,"Franck, Hans",http://d-nb.info/gnd/118692496,Herzog Heinrichs Heimkehr,,http://d-nb.info/gnd/1047605287,Quelle des Abdrucks unbekannt,Source of print unknown,
184,SZ-AAP/W-AA56.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Frankreich,,,,,,Frankreich,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
185,SZ-AAP/W-AA56.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Montmartrefest.,,,,,Leipziger Tageblatt,Frankreich,3. V. 1909,,,1909-05-03,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,"Violette Tinte, roter Buntstift","Purple ink, red crayon",Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Leipziger Tageblatt, Leipzig, 3. 5. 1909",,,,,http://d-nb.info/gnd/1047605287,,,
186,SZ-AAP/W-AA56.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,Frühlingsfahrt durch die Provence.,,,,,,Frankreich,1905 März,1. 3. 1905,1. 3. 1905,1905-03-01,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Roter Kugelschreiber,Red ballpoint,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 1. 3. 1905",,,,,http://d-nb.info/gnd/1047605287,,,
187,SZ-AAP/W-AA56.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die Stadt der Päpste.,,,,,Vom Fels zum Meer,Frankreich,1903,Juni 1905,June 1905,1905-06,ger,"Zeitungsausschnitt, 3 Blatt","Newspaper clipping, 3 leaves",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vom Fels zum Meer, Berlin, Juni 1905, S. 1475–1477",,,,,http://d-nb.info/gnd/1047605287,,,
188,SZ-AAP/W-AA56.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Zwei provenzialische Städte. II. Arles.,,,,,Vom Fels zum Meer,Frankreich,1903,Juli 1905,July 1905,1905-07,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vom Fels zum Meer, Berlin, Juli 1905, S. 1647–1650",,,,,http://d-nb.info/gnd/1047605287,,,
189,SZ-AAP/W-AA56.5,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Père Lachaise.,,,,,,Frankreich,,,,,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,,,,,,http://d-nb.info/gnd/1047605287,Quelle des Abdrucks unbekannt,Source of print unknown,
190,SZ-AAP/W-AA57.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Frauen, An die",,,,,,An die Frauen,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
191,SZ-AAP/W-AA57.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,An die Frauen.,,,,,,An die Frauen,1918,,,1918,ger,"Broschüre, 14 Seiten","Brochure, 14 pages",,,,,Roter Buntstift,Red crayon,Zürich,Archiv Atrium Press,Ankauf Christie's London 2014,Druckschriften,Prints,"Stimmen zur Internationalen Frauenkonferenz in Bern 14.–19. April 1918, S. 3–4",,,,,http://d-nb.info/gnd/1047605287,,,
192,SZ-AAP/W-AA58.0,Unbekannt,,"Rieger, Erwin; Zweig, Lotte",http://d-nb.info/gnd/116538597; http://d-nb.info/gnd/116001151,"Erwin Rieger, Lotte Zweig, Unbekannt","Freud, S.",,,,,,"Freud, Sigmund",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, blauer Buntstift","Purple ink, blue crayon",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Freud, Sigmund",http://d-nb.info/gnd/118535315,,,http://d-nb.info/gnd/1047605287,,,
193,SZ-AAP/W-AA58.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Freuds neues Werk. ""Das Unbehagen in der Kultur.""",,,,,,"Freud, Sigmund",,30. 1. 1931,30. 1. 1931,1931-01-30,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 30. 1. 1931","Freud, Sigmund",http://d-nb.info/gnd/118535315,Das Unbehagen in der Kultur,http://d-nb.info/gnd/4232403-8,http://d-nb.info/gnd/1047605287,,,
194,SZ-AAP/W-AA58.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Sigmund Freud. Zu seinem siebzigsten Geburtstage.,,,,,,"Freud, Sigmund",,6. 5. 1926,6. 5. 1926,1926-05-06,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 6. 5. 1926","Freud, Sigmund",http://d-nb.info/gnd/118535315,,,http://d-nb.info/gnd/1047605287,,,
195,SZ-AAP/W-AA58.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Zweig, Lotte",http://d-nb.info/gnd/116001151,Lotte Zweig,,80. Geburtstag Sigmund Freud,,,,,"Freud, Sigmund",,1936,1936,1936,ger,"Typoskriptdurchschlag, 4 Blatt, korrigiert","Typescript (carbon copy), 4 leaves, corrected",2 ,2,,,"Schwarzes Durchschlagpapier, schwarze Tinte","Black carbon paper, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Freud, Sigmund",http://d-nb.info/gnd/118535315,,,http://d-nb.info/gnd/1047605287,Drucktext und zwei Entwürfe? ,Printed text and two drafts?,
